"src","dest"
"1025","6829"
"1025","5433"
"1025","2963"
"1025","7936"
"1025","5432"
"1025","5434"
"1025","5430"
"1025","5431"
"1025","2962"
"1025","5438"
"1025","4300"
"1025","22916"
"1025","5437"
"1025","5439"
"1025","5440"
"1025","8178"
"1025","5435"
"1025","5436"
"1025","5441"
"1025","6827"
"1025","4298"
"1025","4686"
"1025","51497"
"1025","25920"
"1025","55840"
"1025","85403"
"1025","7469"
"1025","27125"
"1025","9150"
"3667","4893"
"3667","3265"
"3667","3845"
"8660","4893"
"8660","3265"
"8660","3845"
"3717","5594"
"3717","5605"
"3569","5594"
"3569","5605"
"3570","5594"
"3570","5605"
"3716","5594"
"3716","5605"
"1843","5595"
"1843","5594"
"7297","5594"
"7297","5605"
"3572","5594"
"3572","5605"
"1844","5595"
"1844","5594"
"5781","5594"
"5781","5605"
"1846","5595"
"1846","5594"
"1850","5595"
"1847","5595"
"1847","5594"
"1848","5595"
"1849","5595"
"1852","5595"
"80824","5595"
"11221","5595"
"9150","5433"
"9150","2963"
"9150","2068"
"9150","5432"
"9150","5434"
"9150","2071"
"9150","5430"
"9150","5431"
"9150","2965"
"9150","2962"
"9150","5438"
"9150","1022"
"9150","902"
"9150","4331"
"9150","22916"
"9150","5437"
"9150","5439"
"9150","5440"
"9150","5435"
"9150","5436"
"9150","5441"
"9150","4686"
"9150","2966"
"9150","2967"
"9150","404672"
"9150","2968"
"5518","5925"
"5519","5925"
"5516","5925"
"5515","5925"
"28227","5925"
"122706","4790"
"122706","5970"
"122706","5966"
"5717","4790"
"5717","5970"
"5717","5966"
"5718","4790"
"5718","5970"
"5718","5966"
"5715","4790"
"5715","5970"
"5715","5966"
"10213","4790"
"10213","5970"
"10213","5966"
"5688","4790"
"5688","5970"
"5688","5966"
"3551","4794"
"3551","5966"
"3551","4793"
"1147","4794"
"1147","5966"
"1147","4793"
"5709","4790"
"5709","5970"
"5709","5966"
"5716","4790"
"5716","5970"
"5716","5966"
"10125","4893"
"10125","3265"
"10125","3845"
"801","4772"
"805","4772"
"808","4772"
"801","4775"
"805","4775"
"808","4775"
"801","4773"
"805","4773"
"808","4773"
"5532","4772"
"5532","4775"
"5532","4773"
"5702","4790"
"5702","5970"
"5702","5966"
"5689","4790"
"5689","5970"
"5689","5966"
"5682","4790"
"5682","5970"
"5682","5966"
"5683","4790"
"5683","5970"
"5683","5966"
"5684","4790"
"5684","5970"
"5684","5966"
"5685","4790"
"5685","5970"
"5685","5966"
"5696","4790"
"5696","5970"
"5696","5966"
"5698","4790"
"5698","5970"
"5698","5966"
"5686","4790"
"5686","5970"
"5686","5966"
"5692","4790"
"5692","5970"
"5692","5966"
"5694","4790"
"5694","5970"
"5694","5966"
"5693","4790"
"5693","5970"
"5693","5966"
"5701","4790"
"5701","5970"
"5701","5966"
"5699","4790"
"5699","5970"
"5699","5966"
"5704","4790"
"5704","5970"
"5704","5966"
"5714","4790"
"5714","5970"
"5714","5966"
"5691","4790"
"5691","5970"
"5691","5966"
"5690","4790"
"5690","5970"
"5690","5966"
"5713","4790"
"5713","5970"
"5713","5966"
"5710","4790"
"5710","5970"
"5710","5966"
"7979","4790"
"7979","5970"
"7979","5966"
"5687","4790"
"5687","5970"
"5687","5966"
"10197","4790"
"10197","5970"
"10197","5966"
"5700","4790"
"5700","5970"
"5700","5966"
"5705","4790"
"5705","5970"
"5705","5966"
"5706","4790"
"5706","5970"
"5706","5966"
"5534","4772"
"5534","4775"
"5534","4773"
"5720","4790"
"5720","5970"
"5720","5966"
"5530","4772"
"5530","4775"
"5530","4773"
"5708","4790"
"5708","5970"
"5708","5966"
"23198","4790"
"23198","5970"
"23198","5966"
"9861","4790"
